id,name,height,weight,base_experience,total_base_stats,attack,defense,hp,special-attack,special-defense,speed,type_1,type_2,offensive_effectiveness,defensive_multiplier_mean,n_moves,max_move_power,mean_move_power,max_power_physical,max_power_special,defensive_multiplier_mean_clipped,defensive_raw,offensive_raw,total_base_stats_norm,max_move_power_norm,offensive_effectiveness_norm,defensive_survivability_norm
10113,muk-alola,10,520,175.0,500,105,75,105,65,100,50,poison,dark,0.988095238095238,0.9047619047619048,57.0,250.0,82.54385964912281,250.0,150.0,0.9047619047619048,309.4736842105263,741.0714285714286,0.34210526315789475,1.0,0.3499999999999998,0.36360190599956677
10114,exeggutor-alola,109,4156,186.0,530,105,85,95,125,75,45,grass,dragon,0.9761904761904762,1.25,59.0,250.0,82.28813559322033,250.0,150.0,1.25,204.0,761.4285714285714,0.3736842105263158,1.0,0.29999999999999993,0.20987654320987653
10115,marowak-alola,10,340,149.0,425,80,110,60,50,80,45,fire,ghost,1.0595238095238095,0.9642857142857143,64.0,150.0,79.6875,150.0,150.0,0.9642857142857143,259.25925925925924,609.2261904761905,0.2631578947368421,0.6,0.6500000000000002,0.29041558705481885
10116,greninja-battle-bond,15,400,239.0,530,95,67,72,103,71,122,water,dark,1.0476190476190474,1.0476190476190477,38.0,150.0,72.36842105263158,150.0,150.0,1.0476190476190477,200.45454545454544,712.3809523809523,0.3736842105263158,0.6,0.5999999999999994,0.2047091283202394
10117,greninja-ash,15,400,288.0,640,145,67,72,153,71,132,water,dark,1.0476190476190474,1.0476190476190477,52.0,150.0,68.07692307692308,150.0,150.0,1.0476190476190477,200.45454545454544,827.6190476190475,0.48947368421052634,0.6,0.5999999999999994,0.2047091283202394
10118,zygarde-10-power-construct,12,335,243.0,486,100,71,54,61,85,115,dragon,ground,1.0595238095238095,1.119047619047619,43.0,150.0,81.51162790697674,150.0,150.0,1.119047619047619,187.6595744680851,673.8571428571429,0.3273684210526316,0.6,0.6500000000000002,0.18606076525698276
10119,zygarde-50-power-construct,50,3050,300.0,600,100,121,108,81,95,95,dragon,ground,1.0595238095238095,1.119047619047619,43.0,150.0,81.51162790697674,150.0,150.0,1.119047619047619,289.531914893617,794.6428571428571,0.4473684210526316,0.6,0.6500000000000002,0.33453725593205497
10120,zygarde-complete,45,6100,354.0,708,100,121,216,91,95,85,dragon,ground,1.0595238095238095,1.119047619047619,43.0,150.0,81.51162790697674,150.0,150.0,1.119047619047619,386.04255319148933,909.0714285714286,0.5610526315789474,0.6,0.6500000000000002,0.4751991944663339
10121,gumshoos-totem,14,600,146.0,418,110,60,88,55,60,45,normal,,0.9047619047619048,1.0,30.0,140.0,70.0,140.0,90.0,1.0,208.0,504.85714285714283,0.2557894736842105,0.56,0.0,0.21570644718792867
10122,vikavolt-totem,26,1475,225.0,500,70,90,77,145,75,43,bug,electric,0.9761904761904762,1.0,30.0,150.0,77.66666666666667,150.0,150.0,1.0,242.0,634.5238095238095,0.34210526315789475,0.6,0.29999999999999993,0.26526063100137176
10123,oricorio-pom-pom,6,34,167.0,476,70,70,75,98,70,93,electric,flying,1.0238095238095237,0.9285714285714286,26.0,140.0,66.34615384615384,140.0,110.0,0.9285714285714286,231.53846153846152,630.6666666666666,0.31684210526315787,0.56,0.4999999999999998,0.25001318982800463
10124,oricorio-pau,6,34,167.0,476,70,70,75,98,70,93,psychic,flying,1.0357142857142856,1.1071428571428572,26.0,140.0,66.34615384615384,140.0,110.0,1.1071428571428572,194.19354838709677,637.9999999999999,0.31684210526315787,0.56,0.5499999999999996,0.1955838753927165
10125,oricorio-sensu,6,34,167.0,476,70,70,75,98,70,93,ghost,flying,1.0476190476190474,1.0119047619047619,26.0,140.0,66.34615384615384,140.0,110.0,1.0119047619047619,212.47058823529412,645.3333333333333,0.31684210526315787,0.56,0.5999999999999994,0.2222222222222222
10126,lycanroc-midnight,11,250,170.0,487,115,75,85,55,75,82,rock,,1.119047619047619,1.1428571428571428,55.0,150.0,77.0909090909091,150.0,90.0,1.1428571428571428,205.625,712.8333333333334,0.32842105263157895,0.6,0.9000000000000004,0.21224494170096023
10127,wishiwashi-school,82,786,217.0,620,140,130,45,140,135,30,water,,1.0714285714285714,1.0,29.0,120.0,73.27586206896552,120.0,110.0,1.0,310.0,792.8571428571429,0.46842105263157896,0.48,0.7000000000000001,0.3643689986282579
10128,lurantis-totem,15,580,168.0,480,105,90,70,80,90,45,grass,,0.9761904761904762,1.1428571428571428,31.0,150.0,76.61290322580645,150.0,150.0,1.1428571428571428,218.75,615.0,0.32105263157894737,0.6,0.29999999999999993,0.23137431412894377
10129,salazzle-totem,21,810,168.0,480,64,60,68,111,60,117,poison,fire,1.0238095238095237,1.0595238095238095,31.0,130.0,71.61290322580645,120.0,130.0,1.0595238095238095,177.43820224719101,624.5238095238095,0.32105263157894737,0.52,0.4999999999999998,0.17116336061404727
10130,minior-orange-meteor,3,400,154.0,440,60,100,60,60,100,60,rock,flying,1.0952380952380953,1.0714285714285714,34.0,250.0,88.67647058823529,250.0,150.0,1.0714285714285714,242.66666666666669,755.7142857142858,0.2789473684210526,1.0,0.8000000000000006,0.26623228166438045
10131,minior-yellow-meteor,3,400,154.0,440,60,100,60,60,100,60,rock,flying,1.0952380952380953,1.0714285714285714,34.0,250.0,88.67647058823529,250.0,150.0,1.0714285714285714,242.66666666666669,755.7142857142858,0.2789473684210526,1.0,0.8000000000000006,0.26623228166438045
10132,minior-green-meteor,3,400,154.0,440,60,100,60,60,100,60,rock,flying,1.0952380952380953,1.0714285714285714,34.0,250.0,88.67647058823529,250.0,150.0,1.0714285714285714,242.66666666666669,755.7142857142858,0.2789473684210526,1.0,0.8000000000000006,0.26623228166438045
10133,minior-blue-meteor,3,400,154.0,440,60,100,60,60,100,60,rock,flying,1.0952380952380953,1.0714285714285714,34.0,250.0,88.67647058823529,250.0,150.0,1.0714285714285714,242.66666666666669,755.7142857142858,0.2789473684210526,1.0,0.8000000000000006,0.26623228166438045
10134,minior-indigo-meteor,3,400,154.0,440,60,100,60,60,100,60,rock,flying,1.0952380952380953,1.0714285714285714,34.0,250.0,88.67647058823529,250.0,150.0,1.0714285714285714,242.66666666666669,755.7142857142858,0.2789473684210526,1.0,0.8000000000000006,0.26623228166438045
10135,minior-violet-meteor,3,400,154.0,440,60,100,60,60,100,60,rock,flying,1.0952380952380953,1.0714285714285714,34.0,250.0,88.67647058823529,250.0,150.0,1.0714285714285714,242.66666666666669,755.7142857142858,0.2789473684210526,1.0,0.8000000000000006,0.26623228166438045
10136,minior-red,3,3,175.0,500,100,60,60,100,60,120,rock,flying,1.0952380952380953,1.0714285714285714,34.0,250.0,88.67647058823529,250.0,150.0,1.0714285714285714,168.0,821.4285714285716,0.34210526315789475,1.0,0.8000000000000006,0.1574074074074074
10137,minior-orange,3,3,175.0,500,100,60,60,100,60,120,rock,flying,1.0952380952380953,1.0714285714285714,34.0,250.0,88.67647058823529,250.0,150.0,1.0714285714285714,168.0,821.4285714285716,0.34210526315789475,1.0,0.8000000000000006,0.1574074074074074
10138,minior-yellow,3,3,175.0,500,100,60,60,100,60,120,rock,flying,1.0952380952380953,1.0714285714285714,34.0,250.0,88.67647058823529,250.0,150.0,1.0714285714285714,168.0,821.4285714285716,0.34210526315789475,1.0,0.8000000000000006,0.1574074074074074
10139,minior-green,3,3,175.0,500,100,60,60,100,60,120,rock,flying,1.0952380952380953,1.0714285714285714,34.0,250.0,88.67647058823529,250.0,150.0,1.0714285714285714,168.0,821.4285714285716,0.34210526315789475,1.0,0.8000000000000006,0.1574074074074074
10140,minior-blue,3,3,175.0,500,100,60,60,100,60,120,rock,flying,1.0952380952380953,1.0714285714285714,34.0,250.0,88.67647058823529,250.0,150.0,1.0714285714285714,168.0,821.4285714285716,0.34210526315789475,1.0,0.8000000000000006,0.1574074074074074
10141,minior-indigo,3,3,175.0,500,100,60,60,100,60,120,rock,flying,1.0952380952380953,1.0714285714285714,34.0,250.0,88.67647058823529,250.0,150.0,1.0714285714285714,168.0,821.4285714285716,0.34210526315789475,1.0,0.8000000000000006,0.1574074074074074
10142,minior-violet,3,3,175.0,500,100,60,60,100,60,120,rock,flying,1.0952380952380953,1.0714285714285714,34.0,250.0,88.67647058823529,250.0,150.0,1.0714285714285714,168.0,821.4285714285716,0.34210526315789475,1.0,0.8000000000000006,0.1574074074074074
10143,mimikyu-busted,2,7,167.0,476,90,80,55,50,105,96,ghost,fairy,1.0476190476190474,0.9166666666666666,40.0,150.0,75.375,150.0,150.0,0.9166666666666666,261.8181818181818,655.8095238095237,0.31684210526315787,0.6,0.5999999999999994,0.29414515525626633
10144,mimikyu-totem-disguised,4,28,167.0,476,90,80,55,50,105,96,ghost,fairy,1.0476190476190474,0.9166666666666666,30.0,150.0,74.33333333333333,140.0,150.0,0.9166666666666666,261.8181818181818,655.8095238095237,0.31684210526315787,0.6,0.5999999999999994,0.29414515525626633
10145,mimikyu-totem-busted,4,28,167.0,476,90,80,55,50,105,96,ghost,fairy,1.0476190476190474,0.9166666666666666,31.0,150.0,74.83870967741936,140.0,150.0,0.9166666666666666,261.8181818181818,655.8095238095237,0.31684210526315787,0.6,0.5999999999999994,0.29414515525626633
10146,kommo-o-totem,24,2075,270.0,600,110,125,75,100,105,85,dragon,fighting,1.0238095238095237,1.1666666666666667,47.0,150.0,81.59574468085107,150.0,150.0,1.1666666666666667,261.4285714285714,767.8571428571428,0.4473684210526316,0.6,0.4999999999999998,0.2935773074661963
10147,magearna-original,10,805,300.0,600,95,115,80,130,115,65,steel,fairy,1.0595238095238095,0.7738095238095238,51.0,250.0,86.17647058823529,250.0,150.0,0.7738095238095238,400.6153846153846,900.5952380952381,0.4473684210526316,1.0,0.6500000000000002,0.4964387464387464
10148,pikachu-partner-cap,4,60,112.0,320,55,40,35,50,50,90,electric,,0.9761904761904762,0.9761904761904762,43.0,150.0,71.04651162790698,150.0,110.0,0.9761904761904762,128.0487804878049,458.8095238095238,0.15263157894736842,0.6,0.29999999999999993,0.09917946401686241
10149,marowak-totem,17,980,149.0,425,80,110,60,50,80,45,fire,ghost,1.0595238095238095,0.9642857142857143,51.0,150.0,81.56862745098039,150.0,150.0,0.9642857142857143,259.25925925925924,609.2261904761905,0.2631578947368421,0.6,0.6500000000000002,0.29041558705481885
10150,ribombee-totem,4,20,162.0,464,55,60,60,95,70,124,bug,fairy,1.0238095238095237,1.0595238095238095,26.0,140.0,69.23076923076923,140.0,120.0,1.0595238095238095,179.32584269662922,618.3809523809523,0.3042105263157895,0.56,0.4999999999999998,0.17391455125537525
10151,rockruff-own-tempo,5,92,56.0,280,65,40,45,30,40,60,rock,,1.119047619047619,1.1428571428571428,36.0,140.0,73.33333333333333,140.0,90.0,1.1428571428571428,109.375,470.0,0.11052631578947368,0.56,0.9000000000000004,0.07196287722908093
10152,lycanroc-dusk,8,250,170.0,487,117,65,75,55,65,110,rock,,1.119047619047619,1.1428571428571428,45.0,150.0,75.77777777777777,150.0,90.0,1.1428571428571428,179.375,712.8333333333334,0.32842105263157895,0.6,0.9000000000000004,0.17398619684499314
10153,araquanid-totem,31,2175,159.0,454,70,92,68,50,132,42,water,bug,1.0238095238095237,1.0238095238095237,25.0,110.0,69.8,85.0,110.0,1.0238095238095237,285.2093023255814,577.4285714285713,0.29368421052631577,0.44,0.4999999999999998,0.32823715188056274
10154,togedemaru-totem,6,130,152.0,435,98,63,65,40,73,96,electric,steel,1.0119047619047619,0.9047619047619048,34.0,150.0,66.32352941176471,150.0,110.0,0.9047619047619048,222.1578947368421,591.9642857142857,0.2736842105263158,0.6,0.44999999999999996,0.23634123889971845
10155,necrozma-dusk,38,4600,340.0,680,157,127,97,113,109,77,psychic,steel,1.0238095238095237,0.9166666666666666,52.0,160.0,79.23076923076923,150.0,160.0,0.9166666666666666,363.2727272727273,859.9999999999999,0.531578947368421,0.64,0.4999999999999998,0.4420127197904976
10156,necrozma-dawn,42,3500,340.0,680,113,109,97,157,127,77,psychic,ghost,1.0119047619047619,1.1428571428571428,52.0,160.0,79.23076923076923,150.0,160.0,1.1428571428571428,291.375,850.0,0.531578947368421,0.64,0.44999999999999996,0.33722350823045266
10157,necrozma-ultra,75,2300,339.0,754,167,97,97,167,97,129,psychic,dragon,0.9880952380952381,1.1428571428571428,44.0,160.0,77.95454545454545,150.0,160.0,1.1428571428571428,254.625,903.1190476190477,0.6094736842105263,0.64,0.35000000000000026,0.28366126543209874
10158,pikachu-starter,4,60,86.0,430,80,50,45,75,60,120,electric,,0.9761904761904762,0.9761904761904762,16.0,110.0,72.5,100.0,110.0,0.9761904761904762,158.78048780487805,527.1428571428571,0.26842105263157895,0.44,0.29999999999999993,0.143970189701897
10159,eevee-starter,3,65,87.0,435,75,70,65,65,85,75,normal,,0.9047619047619048,1.0,21.0,120.0,73.33333333333333,120.0,120.0,1.0,220.0,502.14285714285717,0.2736842105263158,0.48,0.0,0.23319615912208505
10160,pikachu-world-cap,4,60,112.0,320,55,40,35,50,50,90,electric,,0.9761904761904762,0.9761904761904762,35.0,120.0,69.28571428571429,120.0,110.0,0.9761904761904762,128.0487804878049,429.5238095238095,0.15263157894736842,0.48,0.29999999999999993,0.09917946401686241
10161,meowth-galar,4,75,58.0,290,65,55,50,40,40,40,steel,,1.0476190476190477,0.8571428571428571,46.0,140.0,75.06521739130434,120.0,140.0,0.8571428571428571,169.16666666666669,450.4761904761905,0.12105263157894737,0.56,0.6000000000000004,0.15910779606767264
10162,ponyta-galar,8,240,82.0,410,85,55,50,65,65,90,psychic,,1.0,1.0952380952380953,26.0,120.0,75.0,120.0,120.0,1.0952380952380953,155.2173913043478,530.0,0.24736842105263157,0.48,0.4000000000000001,0.1387770620862408
10163,rapidash-galar,17,800,175.0,500,100,70,65,80,80,105,psychic,fairy,1.0357142857142856,1.0357142857142858,32.0,150.0,77.5,150.0,150.0,1.0357142857142858,207.58620689655172,673.2142857142857,0.34210526315789475,0.6,0.5499999999999996,0.21510335367295774
10164,slowpoke-galar,12,360,63.0,315,65,65,90,40,40,15,psychic,,1.0,1.0952380952380953,47.0,120.0,72.44680851063829,100.0,120.0,1.0952380952380953,178.04347826086953,435.0,0.14736842105263157,0.48,0.4000000000000001,0.17204553587403823
10165,slowbro-galar,16,705,172.0,490,100,95,95,100,70,30,poison,psychic,0.9761904761904762,1.0357142857142858,69.0,150.0,76.66666666666667,150.0,150.0,1.0357142857142858,251.03448275862067,624.7619047619047,0.33157894736842103,0.6,0.29999999999999993,0.2784281727449032
10166,farfetchd-galar,8,420,132.0,377,95,55,52,58,62,55,fighting,,1.0714285714285714,1.0714285714285714,29.0,140.0,74.3103448275862,140.0,60.0,1.0714285714285714,157.73333333333335,553.9285714285714,0.21263157894736842,0.56,0.7000000000000001,0.14244398719707363
10167,weezing-galar,30,160,172.0,490,90,120,65,85,70,60,poison,fairy,1.0119047619047619,0.9523809523809523,41.0,250.0,88.41463414634147,250.0,150.0,0.9523809523809523,267.75,748.8095238095237,0.33157894736842103,1.0,0.44999999999999996,0.3027906378600823
10168,mr-mime-galar,14,568,161.0,460,65,65,50,90,90,100,ice,psychic,1.0476190476190477,1.2380952380952381,44.0,150.0,75.79545454545455,150.0,150.0,1.2380952380952381,165.57692307692307,639.047619047619,0.3,0.6,0.6000000000000004,0.15387583095916427
10169,articuno-galar,17,509,290.0,580,85,85,90,125,100,95,psychic,flying,1.0357142857142856,1.1071428571428572,32.0,150.0,76.71875,150.0,150.0,1.1071428571428572,248.38709677419354,756.0714285714284,0.4263157894736842,0.6,0.5499999999999996,0.27456967122439047
10170,zapdos-galar,16,582,290.0,580,125,90,90,85,90,100,fighting,flying,1.0714285714285714,1.0833333333333333,38.0,150.0,78.6842105263158,150.0,150.0,1.0833333333333333,249.23076923076925,782.1428571428571,0.4263157894736842,0.6,0.7000000000000001,0.2757993035770814
10171,moltres-galar,20,660,290.0,580,85,90,90,100,125,90,dark,flying,1.0476190476190474,1.0238095238095237,33.0,150.0,77.87878787878788,150.0,150.0,1.0238095238095237,297.90697674418607,764.7619047619046,0.4263157894736842,0.6,0.5999999999999994,0.34674370753182127
10172,slowking-galar,18,795,172.0,490,65,80,95,110,110,30,poison,psychic,0.9761904761904762,1.0357142857142858,70.0,150.0,76.64285714285714,150.0,150.0,1.0357142857142858,275.17241379310343,624.7619047619047,0.33157894736842103,0.6,0.29999999999999993,0.313608627784873
10173,corsola-galar,6,5,144.0,410,55,100,60,65,100,30,ghost,,1.0238095238095237,0.9523809523809523,36.0,200.0,77.91666666666667,200.0,120.0,0.9523809523809523,273.0,624.5238095238095,0.24736842105263157,0.8,0.4999999999999998,0.31044238683127573
10174,zigzagoon-galar,4,175,56.0,240,30,41,38,30,41,60,dark,normal,0.9642857142857142,1.119047619047619,32.0,120.0,72.5,120.0,110.0,1.119047619047619,107.23404255319149,347.1428571428571,0.06842105263157895,0.48,0.24999999999999964,0.06884248314508361
10175,linoone-galar,5,325,147.0,420,70,61,78,50,61,100,dark,normal,0.9642857142857142,1.119047619047619,39.0,150.0,75.58974358974359,150.0,150.0,1.119047619047619,178.72340425531914,549.6428571428571,0.2578947368421053,0.6,0.24999999999999964,0.17303651168899395
10176,darumaka-galar,7,400,63.0,315,90,45,70,15,45,50,ice,,1.0952380952380953,1.1666666666666667,40.0,150.0,80.75,150.0,130.0,1.1666666666666667,137.14285714285714,509.28571428571433,0.14736842105263157,0.6,0.8000000000000006,0.11243386243386243
10177,darmanitan-galar-standard,17,1200,168.0,480,140,55,105,30,55,95,ice,,1.0952380952380953,1.1666666666666667,47.0,150.0,84.14893617021276,150.0,150.0,1.1666666666666667,184.28571428571428,690.0000000000001,0.32105263157894737,0.6,0.8000000000000006,0.1811434450323339
10178,darmanitan-galar-zen,17,1200,189.0,540,160,55,105,30,55,135,ice,fire,1.0952380952380953,1.1785714285714286,47.0,150.0,84.14893617021276,150.0,150.0,1.1785714285714286,182.4242424242424,755.7142857142858,0.38421052631578945,0.6,0.8000000000000006,0.17843039447977718
10179,yamask-galar,5,15,61.0,303,55,85,38,30,65,30,ground,ghost,1.0833333333333333,1.0119047619047619,19.0,110.0,72.63157894736842,110.0,90.0,1.0119047619047619,185.78823529411764,447.41666666666663,0.13473684210526315,0.44,0.7499999999999999,0.18333333333333332
10180,stunfisk-galar,7,205,165.0,471,81,99,109,66,84,32,ground,steel,1.0952380952380953,0.8928571428571429,36.0,140.0,69.16666666666667,100.0,140.0,0.8928571428571429,327.03999999999996,669.1904761904763,0.31157894736842107,0.56,0.8000000000000006,0.3892043895747599
10181,zygarde-10,12,335,243.0,486,100,71,54,61,85,115,dragon,ground,1.0595238095238095,1.119047619047619,43.0,150.0,81.51162790697674,150.0,150.0,1.119047619047619,187.6595744680851,673.8571428571429,0.3273684210526316,0.6,0.6500000000000002,0.18606076525698276
10182,cramorant-gulping,8,180,166.0,475,85,55,70,85,95,85,flying,water,1.0714285714285714,1.0238095238095237,34.0,150.0,79.70588235294117,150.0,150.0,1.0238095238095237,214.88372093023258,669.6428571428571,0.3157894736842105,0.6,0.7000000000000001,0.22573930519666957
10183,cramorant-gorging,8,180,166.0,475,85,55,70,85,95,85,flying,water,1.0714285714285714,1.0238095238095237,34.0,150.0,79.70588235294117,150.0,150.0,1.0238095238095237,214.88372093023258,669.6428571428571,0.3157894736842105,0.6,0.7000000000000001,0.22573930519666957
10184,toxtricity-low-key,16,400,176.0,502,98,70,75,114,70,75,electric,poison,0.9642857142857142,1.0,48.0,150.0,75.625,150.0,150.0,1.0,215.0,628.7142857142857,0.34421052631578947,0.6,0.24999999999999964,0.2259087791495199
10185,eiscue-noice,14,890,165.0,470,80,70,75,65,50,130,ice,,1.0952380952380953,1.1666666666666667,36.0,150.0,75.83333333333333,150.0,150.0,1.1666666666666667,167.14285714285714,679.0476190476192,0.3105263157894737,0.6,0.8000000000000006,0.15615814226925337
10186,indeedee-female,9,280,166.0,475,55,65,70,95,105,85,psychic,normal,0.9523809523809523,1.0238095238095237,28.0,120.0,70.17857142857143,90.0,120.0,1.0238095238095237,234.4186046511628,566.6666666666666,0.3157894736842105,0.48,0.19999999999999982,0.2542109292755288
10187,morpeko-hangry,3,30,153.0,436,95,58,58,70,58,97,electric,dark,1.0,1.0238095238095237,44.0,120.0,70.68181818181819,120.0,110.0,1.0238095238095237,169.95348837209303,556.0,0.27473684210526317,0.48,0.4000000000000001,0.16025456981529335
10188,zacian-crowned,28,3550,360.0,700,150,115,92,80,115,148,fairy,steel,1.0595238095238095,0.7738095238095238,44.0,150.0,78.97727272727273,150.0,150.0,0.7738095238095238,416.1230769230769,900.5952380952381,0.5526315789473685,0.6,0.6500000000000002,0.5190408357075024
10189,zamazenta-crowned,29,7850,360.0,700,120,140,92,80,140,128,fighting,steel,1.0595238095238095,0.8809523809523809,40.0,150.0,80.625,150.0,150.0,0.8809523809523809,422.27027027027026,900.5952380952381,0.5526315789473685,0.6,0.6500000000000002,0.5280002224446668
10190,eternatus-eternamax,1000,0,563.0,1125,115,250,255,125,250,130,poison,dragon,0.9642857142857142,1.0119047619047619,26.0,160.0,88.07692307692308,150.0,160.0,1.0119047619047619,746.1176470588235,1239.1071428571427,1.0,0.64,0.24999999999999964,1.0
10191,urshifu-rapid-strike,19,1050,275.0,550,130,100,100,63,60,97,fighting,water,1.0714285714285714,1.0714285714285714,50.0,150.0,77.3,150.0,120.0,1.0714285714285714,242.66666666666669,750.0,0.39473684210526316,0.6,0.7000000000000001,0.26623228166438045
10192,zarude-dada,18,700,300.0,600,120,105,105,70,95,105,dark,grass,1.0,1.2380952380952381,57.0,150.0,78.21052631578948,150.0,150.0,1.2380952380952381,246.34615384615384,750.0,0.4473684210526316,0.6,0.4000000000000001,0.27159504590060146
10193,calyrex-ice,24,8091,340.0,680,165,150,100,85,130,50,psychic,ice,1.0476190476190477,1.2380952380952381,62.0,150.0,77.41935483870968,150.0,150.0,1.2380952380952381,306.9230769230769,869.5238095238095,0.531578947368421,0.6,0.6000000000000004,0.3598844571066793
10194,calyrex-shadow,24,536,340.0,680,85,80,100,165,100,150,psychic,ghost,1.0119047619047619,1.1428571428571428,52.0,150.0,76.92307692307692,150.0,150.0,1.1428571428571428,245.0,839.8809523809523,0.531578947368421,0.6,0.44999999999999996,0.26963305898491086
10195,venusaur-gmax,240,10000,236.0,525,82,83,80,100,100,80,grass,poison,0.9642857142857142,1.0595238095238095,,,,,,1.0595238095238095,248.22471910112358,506.24999999999994,0.3684210526315789,0.0,0.24999999999999964,0.2743330096638461
10196,charizard-gmax,280,10000,240.0,534,84,78,78,109,85,100,fire,flying,1.0833333333333335,1.0238095238095237,,,,,,1.0238095238095237,235.39534883720933,578.5000000000001,0.3778947368421053,0.0,0.7500000000000008,0.2556345104794718
10197,blastoise-gmax,250,10000,239.0,530,83,100,79,85,105,78,water,,1.0714285714285714,1.0,,,,,,1.0,284.0,567.8571428571429,0.3736842105263158,0.0,0.7000000000000001,0.32647462277091904
10198,butterfree-gmax,170,10000,178.0,395,45,50,60,90,80,70,bug,flying,1.0238095238095237,1.1904761904761905,,,,,,1.1904761904761905,159.6,404.40476190476187,0.23157894736842105,0.0,0.4999999999999998,0.14516460905349793
10199,pikachu-gmax,210,10000,112.0,320,55,40,35,50,50,90,electric,,0.9761904761904762,0.9761904761904762,,,,,,0.9761904761904762,128.0487804878049,312.38095238095235,0.15263157894736842,0.0,0.29999999999999993,0.09917946401686241
10200,meowth-gmax,330,10000,58.0,290,45,35,40,40,40,90,normal,,0.9047619047619048,1.0,,,,,,1.0,115.0,262.3809523809524,0.12105263157894737,0.0,0.0,0.08016117969821673
10201,machamp-gmax,250,10000,227.0,505,130,80,90,65,85,55,fighting,,1.0714285714285714,1.0714285714285714,,,,,,1.0714285714285714,238.0,541.0714285714286,0.3473684210526316,0.0,0.7000000000000001,0.2594307270233196
10202,gengar-gmax,200,10000,225.0,500,65,60,60,130,75,110,ghost,poison,0.988095238095238,0.9761904761904762,,,,,,0.9761904761904762,199.7560975609756,494.04761904761904,0.34210526315789475,0.0,0.3499999999999998,0.20369115728194317
10203,kingler-gmax,190,10000,166.0,475,130,115,55,50,50,75,water,,1.0714285714285714,1.0,,,,,,1.0,220.0,508.9285714285714,0.3157894736842105,0.0,0.7000000000000001,0.23319615912208505
10204,lapras-gmax,240,10000,187.0,535,85,80,130,85,95,60,water,ice,1.0833333333333335,1.130952380952381,,,,,,1.130952380952381,269.6842105263158,579.5833333333334,0.37894736842105264,0.0,0.7500000000000008,0.30560970327052195
10205,eevee-gmax,180,10000,65.0,325,55,50,55,45,65,55,normal,,0.9047619047619048,1.0,,,,,,1.0,170.0,294.04761904761904,0.15789473684210525,0.0,0.0,0.16032235939643347
10206,snorlax-gmax,350,10000,189.0,540,110,65,160,65,110,30,normal,,0.9047619047619048,1.0,,,,,,1.0,335.0,488.57142857142856,0.38421052631578945,0.0,0.0,0.40080589849108367
10207,garbodor-gmax,210,10000,166.0,474,95,82,80,60,82,75,poison,,0.9523809523809523,0.9761904761904762,,,,,,0.9761904761904762,249.95121951219514,451.4285714285714,0.31473684210526315,0.0,0.19999999999999982,0.27684934256749977
10208,melmetal-gmax,250,10000,270.0,600,143,143,135,80,65,34,steel,,1.0476190476190477,0.8571428571428571,,,,,,0.8571428571428571,400.1666666666667,628.5714285714286,0.4473684210526316,0.0,0.6000000000000004,0.4957847508001829
10209,rillaboom-gmax,280,10000,265.0,530,125,90,100,60,70,85,grass,,0.9761904761904762,1.1428571428571428,,,,,,1.1428571428571428,227.5,517.3809523809524,0.3736842105263158,0.0,0.29999999999999993,0.2441272290809328
10210,cinderace-gmax,270,10000,265.0,530,116,75,80,65,75,119,fire,,1.0952380952380953,1.0,,,,,,1.0,230.0,580.4761904761905,0.3736842105263158,0.0,0.8000000000000006,0.24777091906721535
10211,inteleon-gmax,400,10000,265.0,530,85,65,70,125,65,120,water,,1.0714285714285714,1.0,,,,,,1.0,200.0,567.8571428571429,0.3736842105263158,0.0,0.7000000000000001,0.20404663923182442
10212,corviknight-gmax,140,10000,248.0,495,87,105,98,53,85,67,flying,steel,1.0595238095238095,0.7857142857142857,,,,,,0.7857142857142857,366.54545454545456,524.4642857142857,0.3368421052631579,0.0,0.6500000000000002,0.44678264122708566
10213,orbeetle-gmax,140,10000,253.0,505,45,110,60,80,120,90,bug,psychic,0.9880952380952381,1.1785714285714286,,,,,,1.1785714285714286,246.06060606060606,498.98809523809524,0.3473684210526316,0.0,0.35000000000000026,0.27117886685787923
10214,drednaw-gmax,240,10000,170.0,485,115,90,90,48,68,74,water,rock,1.0952380952380953,1.1547619047619047,,,,,,1.1547619047619047,214.76288659793818,531.1904761904763,0.3263157894736842,0.0,0.8000000000000006,0.22556319205803746
10215,coalossal-gmax,420,10000,255.0,510,80,120,110,80,90,30,rock,fire,1.1071428571428572,1.2023809523809523,,,,,,1.2023809523809523,266.13861386138615,564.6428571428572,0.3526315789473684,0.0,0.8500000000000005,0.3004420812451616
10216,flapple-gmax,240,10000,170.0,485,110,80,70,95,60,70,grass,dragon,0.9761904761904762,1.25,,,,,,1.25,168.0,473.45238095238096,0.3263157894736842,0.0,0.29999999999999993,0.1574074074074074
10217,appletun-gmax,240,10000,170.0,485,85,80,110,100,80,30,grass,dragon,0.9761904761904762,1.25,,,,,,1.25,216.0,473.45238095238096,0.3263157894736842,0.0,0.29999999999999993,0.2273662551440329
10218,sandaconda-gmax,220,10000,179.0,510,107,125,72,65,70,71,ground,,1.1428571428571428,1.0476190476190477,,,,,,1.0476190476190477,254.86363636363635,582.8571428571428,0.3526315789473684,0.0,1.0,0.2840090722035166
10219,toxtricity-amped-gmax,240,10000,176.0,502,98,70,75,114,70,75,electric,poison,0.9642857142857142,1.0,,,,,,1.0,215.0,484.0714285714285,0.34421052631578947,0.0,0.24999999999999964,0.2259087791495199
